	hotel_name	city	price	quality_test	total_rat	premium	lat	lon	part_total_rat	breakfast	cleanliness	comfort	facilities	food	hotel_condition	location	room	service	value_for_money	double_bed	king_bed	queen_bed	individual_bed	four_bed	two_ind_beds	five_bed	six_bed	triple	water_sports	winter_sports	family	party	fitness	gay_friendly	gourmets	big_groups	honey_moon	business	adults_only	single_status	pet_travelers	atrapalo_rc	customer_alliance_rc	expedia_rc	holiday_check_rc	hoteles_rc	hotelsclick_rc	splendia_rc	superbreak_rc	vinivi_rc	zoover_rc	hostelbookers_rc	atrapalo_r	customer_alliance_r	expedia_r	holiday_check_r	hoteles_r	hotelsclick_r	splendia_r	superbreak_r	vinivi_r	zoover_r	hostelbookers_r	air_conditioner	bar_in_hotel	gym	pet_allowed	parking	pool	restaurant	spa	wifi_room	wifi_hall	air_conditioner_free	bar_in_hotel_free	gym_free	pet_allowed_free	parking_free	pool_free	restaurant_free	spa_free	wifi_room_free	wifi_hall_free	hotel_type	neighbourhood	is_hotel_very_centric	is_hotel_centric	is_neighbourhood_very_centric
43	Onix Fira	2	101	1	0	0	41.376957	2.149763	768	73	79	71	70	70	71	85	74	76	74	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	75.0	0.0	70.0	77.0	70.0	0.0	0.0	0.0	0.0	78.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Nova Esquerra de l'Eixample	False	True	True
44	Meliá Barcelona Sarrià	2	175	1	0	0	41.390923	2.141604	2125	80	87	83	82	84	82	77	80	87	78	1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	84.0	0.0	84.0	85.0	86.0	0.0	0.0	0.0	0.0	88.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Avinguda de Sarrià	False	False	False
45	Hesperia Tower	2	118	0	0	0	41.34613	2.108495	3807	79	90	90	80	80	88	70	89	86	83	0	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	0.0	0.0	85.0	0.0	86.0	85.0	86.0	0.0	90.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	outskirt	False	False	False
46	Axel Hotel Barcelona & Urban Spa	2	119	1	0	0	41.387436	2.160425	2195	69	82	78	77	72	78	89	78	82	74	0	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	654.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	82.0	76.0	86.0	78.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	l'Antiga Esquerra de l'Eixample	False	True	True
47	Hotel Galeon Pavillon Superior	2	56	0	0	0	41.238262	1.808184	2050	82	90	86	85	82	82	91	84	89	89	1	0	0	1	0	0	0	0	0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	90.0	85.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	outskirt	False	False	False
48	Barcelona Princess	2	108	1	0	0	41.411125	2.219004	5620	78	89	86	82	82	80	80	85	85	82	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	86.0	0.0	86.0	87.0	86.0	0.0	0.0	0.0	0.0	85.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Diagonal Mar	False	False	False
49	Mariano Cubí	2	122	0	0	0	41.398201	2.149479	1754	75	86	81	81	79	80	82	80	87	81	0	0	0	0	0	0	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	78.0	0.0	80.0	87.0	76.0	0.0	0.0	0.0	0.0	75.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Sant Gervasi - Galvany	False	True	False
50	Món	2	67	0	0	0	41.725174	1.823352	830	75	89	90	85	81	83	86	86	87	83	1	0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	0.0	90.0	90.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	outskirt	False	False	False
51	NH Barcelona Centro	2	104	0	0	0	41.384644	2.172976	2650	78	86	82	80	79	83	94	81	85	80	0	0	1	1	0	1	0	0	0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	406.0	57.0	452.0	654.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	84.0	87.0	84.0	84.0	0.0	0.0	0.0	87.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Gòtic	True	False	True
52	Ilunion Barcelona	2	99	0	0	0	41.399265	2.201922	4981	77	85	82	79	76	84	76	83	81	81	1	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	84.0	0.0	82.0	78.0	80.0	0.0	0.0	0.0	0.0	86.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Poblenou	False	False	False
53	Apartamentos Atica	2	65	0	0	0	41.411289	2.173334	895	0	83	80	78	0	0	84	80	82	80	1	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	el Baix Guinardó	False	True	False
54	Travelodge Barcelona Hospitalet	2	101	0	0	0	41.3522	2.1341	2400	70	77	71	67	68	72	68	72	76	74	0	1	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	62.0	0.0	70.0	83.0	70.0	0.0	0.0	0.0	0.0	72.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	outskirt	False	False	False
55	Montemar Maritim	2	50	0	0	0	41.629986	2.71535	2024	78	87	84	81	84	80	85	86	87	86	1	0	0	1	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	72.0	0.0	88.0	90.0	90.0	0.0	0.0	0.0	0.0	91.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	outskirt	False	False	False
56	Hilton Diagonal Mar Barcelona	2	146	0	0	0	41.408432	2.217821	1994	76	89	87	82	81	86	82	85	86	75	1	0	0	0	0	1	0	0	0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	654.0	0.0	0.0	0.0	0.0	0.0	87.0	0.0	88.0	85.0	84.0	84.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5	Diagonal Mar i el Front Marítim del Poblenou	False	False	False
57	San Sebastian Playa	2	58	0	0	0	41.236401	1.8147	1152	74	85	82	77	72	83	93	80	80	74	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	77.0	0.0	86.0	58.0	84.0	0.0	0.0	0.0	0.0	85.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	outskirt	False	False	False
58	Catalonia Sagrada Familia	2	90	0	0	0	41.4076	2.1851	933	79	82	78	79	79	72	77	73	80	76	1	0	0	1	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	72.0	0.0	74.0	87.0	74.0	0.0	0.0	0.0	0.0	74.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Vila Olímpica	False	True	False
59	Hotel Cortes	2	85	0	0	0	41.38549	2.171645	217	0	82	75	75	73	77	94	75	82	80	1	0	0	1	1	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	68.0	0.0	78.0	85.0	80.0	0.0	0.0	0.0	0.0	79.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Gòtic	True	False	True
60	Abapart Nápols	2	99	0	0	0	41.395199	2.1793	1236	0	86	84	82	86	81	86	84	83	85	1	0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	78.0	0.0	86.0	87.0	88.0	0.0	0.0	0.0	0.0	82.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	el Fort Pienc	False	True	True
61	Holiday Inn Express Barcelona City	2	89	0	0	0	41.401299	2.197822	4034	72	82	75	77	73	78	74	76	82	80	1	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	77.0	0.0	78.0	75.0	78.0	0.0	0.0	0.0	0.0	82.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	el Parc i la Llacuna del Poblenou	False	False	False
62	Zenit Borrell	2	97	1	0	0	41.385944	2.15144	2051	78	87	80	75	79	85	79	77	83	80	1	0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	78.0	0.0	84.0	72.0	80.0	0.0	0.0	0.0	0.0	85.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	la Nova Esquerra de l'Eixample	False	True	True
63	Apartamentos Royal Marina Gardens	2	59	0	0	0	41.267944	1.992855	545	0	82	78	81	76	79	82	79	87	81	1	0	0	0	0	0	1	0	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	83.0	0.0	86.0	88.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1	outskirt	False	False	False
64	Acta Atrium Palace	2	137	0	0	0	41.3909	2.1708	1178	77	89	83	81	78	83	92	82	89	80	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	77.0	0.0	88.0	85.0	88.0	0.0	0.0	0.0	0.0	87.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	la Dreta de l'Eixample	True	False	True
65	Platjador	2	112	0	0	0	41.235031	1.807696	2194	83	90	90	88	85	86	96	85	90	89	1	0	0	1	0	0	0	0	0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	81.0	0.0	92.0	95.0	92.0	0.0	0.0	0.0	0.0	83.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	outskirt	False	False	False
66	Ciutadella Barcelona	2	117	0	0	0	41.383881	2.18466	1383	69	86	81	76	72	83	89	80	82	77	1	0	0	1	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	83.0	84.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Santa Caterina i la Ribera	False	True	True
67	NH Sants Barcelona	2	73	1	0	0	41.384651	2.137717	1961	78	86	78	81	74	84	80	75	81	76	0	0	0	1	0	0	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	82.0	0.0	82.0	82.0	82.0	0.0	0.0	0.0	0.0	64.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Carrer de Numància	False	False	False
68	Hotel Sant Antoni	2	85	0	0	0	41.399651	2.177342	2124	78	86	76	79	76	80	84	79	85	82	1	0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	71.0	0.0	78.0	82.0	78.0	0.0	0.0	0.0	0.0	80.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Carrer del Consell de Cent	False	True	False
69	Via Augusta	2	86	0	0	0	41.400059	2.151419	1942	78	86	77	78	78	80	84	75	85	82	1	0	0	1	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	79.0	0.0	80.0	87.0	82.0	0.0	0.0	0.0	0.0	77.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Sant Gervasi	False	True	False
70	Pestana Arena Barcelona	2	107	1	0	1	41.376801	2.146044	2721	78	88	83	81	78	84	85	84	84	81	0	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	0.0	0.0	82.0	0.0	84.0	87.0	84.0	0.0	91.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Hostafrancs	False	False	False
71	Pullman Barcelona Skipper	2	166	0	0	0	41.386002	2.1949	2939	79	91	88	84	83	89	90	87	88	79	1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	317.0	0.0	0.0	0.0	90.0	87.0	90.0	0.0	88.0	0.0	0.0	86.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5	la Barceloneta	False	True	False
72	Villa Olímpica Suites	2	95	0	0	0	41.397144	2.192195	3017	74	83	79	81	72	80	69	81	77	76	1	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	78.0	0.0	78.0	75.0	78.0	0.0	0.0	0.0	0.0	71.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Parc i la Llacuna del Poblenou	False	True	False
73	Travelodge Poblenou	2	58	0	0	0	41.399963	2.201012	1557	78	85	76	73	76	78	79	75	78	80	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	654.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	76.0	75.0	76.0	94.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5	el Poblenou	False	False	False
74	Catalonia Roma	2	90	0	0	0	41.381401	2.1448	1023	77	83	75	77	80	77	80	71	79	75	0	0	0	1	0	1	0	0	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	69.0	0.0	78.0	85.0	78.0	0.0	0.0	0.0	0.0	80.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Nova Esquerra de l'Eixample	False	False	True
75	Hotel Internacional	2	39	0	0	0	41.610935	2.651972	716	73	76	69	70	70	71	85	70	77	77	1	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	75.0	0.0	70.0	67.0	74.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	outskirt	False	False	False
76	Grums Barcelona	2	114	1	0	0	41.372463	2.172383	2380	71	86	83	78	75	83	80	81	83	77	0	0	1	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	79.0	0.0	82.0	77.0	82.0	0.0	0.0	0.0	0.0	71.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Poble-sec	False	True	False
77	Aqua Onabrava	2	48	0	0	0	41.631802	2.7176	2867	78	88	84	84	79	85	84	84	87	85	1	0	0	0	0	1	0	0	0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	84.0	0.0	86.0	87.0	86.0	0.0	0.0	0.0	0.0	86.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5	outskirt	False	False	False
78	Hotel Rekord	2	92	0	0	0	41.398602	2.1438	623	0	87	82	79	73	82	83	81	89	81	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	0.0	86.0	57.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Sant Gervasi - Galvany	False	True	False
79	Barna House B&B	2	81	0	0	0	41.401154	2.165288	564	0	89	81	83	80	0	87	83	88	83	1	0	0	1	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2	el Camp d'en Grassot	False	True	False
80	Aspasios Gran Via Suites	2	267	0	0	0	41.381622	2.15746	266	0	80	76	73	0	78	81	82	78	74	0	0	0	0	1	0	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	0.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	la Nova Esquerra de l'Eixample	False	True	True
81	Catalonia Atenas	2	99	0	0	0	41.4105	2.1861	4813	74	79	75	77	76	75	77	71	79	74	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	65.0	0.0	74.0	83.0	74.0	0.0	0.0	0.0	0.0	72.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Camp de l'Arpa del Clot	False	True	False
82	Hotel Martorell	2	42	0	0	0	41.478748	1.92118	250	72	84	81	78	76	84	74	80	83	83	1	0	0	1	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	85.0	0.0	86.0	90.0	84.0	0.0	0.0	0.0	0.0	80.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	outskirt	False	False	False
83	Eurostars Executive	2	50	0	0	0	41.511993	2.130752	1053	80	87	86	80	73	84	69	86	85	85	1	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	83.0	0.0	84.0	77.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	outskirt	False	False	False
84	Campus	2	58	0	0	0	41.500149	2.095621	1030	72	82	78	76	72	75	74	80	79	81	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	74.0	38.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	outskirt	False	False	False
85	Urpi	2	36	0	0	0	41.552757	2.105717	686	0	77	74	76	72	73	79	72	78	78	1	0	0	0	0	1	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	66.0	0.0	72.0	47.0	72.0	0.0	0.0	0.0	0.0	76.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	outskirt	False	False	False
