	hotel_name	city_int	price	quality_test	total_rat	premium	lat	lon	part_total_rat	breakfast	cleanliness	comfort	facilities	food	hotel_condition	location	room	service	value_for_money	double_bed	king_bed	queen_bed	individual_bed	four_bed	two_ind_beds	five_bed	six_bed	triple	water_sports	winter_sports	family	party	fitness	gay_friendly	gourmets	big_groups	honey_moon	business	adults_only	single_status	pet_travelers	atrapalo_rc	customer_alliance_rc	expedia_rc	holiday_check_rc	hoteles_rc	hotelsclick_rc	splendia_rc	superbreak_rc	vinivi_rc	zoover_rc	hostelbookers_rc	atrapalo_r	customer_alliance_r	expedia_r	holiday_check_r	hoteles_r	hotelsclick_r	splendia_r	superbreak_r	vinivi_r	zoover_r	hostelbookers_r	air_conditioner	bar_in_hotel	gym	pet_allowed	parking	pool	restaurant	spa	wifi_room	wifi_hall	air_conditioner_free	bar_in_hotel_free	gym_free	pet_allowed_free	parking_free	pool_free	restaurant_free	spa_free	wifi_room_free	wifi_hall_free	hotel_type	neighbourhood	is_hotel_very_centric	is_hotel_centric	is_neighbourhood_very_centric	city_name	email	phone	postal_code	star_count	street	type	web
421	Palou Suites Ramblas	2	203.0	0	0	1	41.378403	2.173753	859	0	90	84	87	0	81	92	80	93	85	1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0	0.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3	el Raval	False	True	True	Barcelona	ramblas@palousuites.com	+34(651)894141	08001	3	Nou de la Rambla, 15	[u'Casa / Apartamento']	http://ramblas.palousuites.com/
422	Casanovarooms	2	147.0	0	0	0	41.391026	2.1515	377	0	87	87	86	0	0	87	81	88	82	1	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2	l'Antiga Esquerra de l'Eixample	False	True	True	Barcelona	casanovarooms172@gmail.com	+34(678)288238	08036	0	Casanova, 172 - Principal B	[u'Bed & Breakfast']	http://www.casanovarooms.net/
423	Serennia Exclusive Rooms	2	131.0	0	0	0	41.386375	2.165559	266	0	86	83	78	0	0	91	0	86	77	1	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	la Dreta de l'Eixample	True	False	True	Barcelona			08007	2	Ronda Universitat, 9 1a planta	[u'Casa / Apartamento']	
424	Marvi	2	94.0	0	0	0	41.3857	2.1653	1690	66	83	74	74	64	0	92	74	84	79	1	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	317.0	0.0	41.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	el Raval	True	False	True	Barcelona	reservas@hotelmarvi.com	+34(93)3426666	08001	2	Pelai, 6	[u'Hotel']	http://www.hotelmarvi.com
425	Look Bcn	2	142.0	0	0	0	41.393673	2.160394	228	0	86	85	81	77	0	91	79	86	82	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3	la Dreta de l'Eixample	False	True	True	Barcelona	look@lookbarcelona.com	+34(67)0251225	08008	0	Rambla Cataluna, 100	[u'Casa / Apartamento']	http://www.lookbarcelona.com/#
426	Hotel Nouvel	2	115.0	0	0	0	41.385258	2.171513	4569	71	85	74	74	74	81	95	72	81	76	1	0	0	1	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	654.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	82.0	83.0	78.0	84.0	0.0	0.0	0.0	77.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5	el Barri Gotic	True	False	True	Barcelona	info@hotelnouvel.es	+34(93)3018274	08002	3	Carrer de Santa Anna 18-20	[u'Hotel']	http://www.hotelnouvel.es/
427	Bbarcelona Apartments Marina Flats	2	194.0	0	0	0	41.3969	2.184584	43	0	81	79	76	0	0	83	0	79	79	0	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	el Fort Pienc	False	True	True	Barcelona		+34(609)845196	08000	0	Marina,128	[u'Casa / Apartamento']	
428	Pulitzer	2	140.0	0	0	0	41.38612	2.168305	2031	79	88	84	82	84	86	96	81	89	82	0	0	1	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	317.0	0.0	0.0	0.0	88.0	85.0	88.0	0.0	95.0	0.0	0.0	87.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True	Barcelona	bquintana@grhoteles.com	+34(93)4816767	08002	4	Bergara 8	[u'Hotel']	http://www.hotelpulitzer.es
429	NH Barcelona La Maquinista	2	114.0	0	0	0	41.439499	2.1999	1021	71	86	80	78	80	75	70	81	81	79	1	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	78.0	0.0	82.0	82.0	84.0	0.0	0.0	0.0	0.0	80.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Bon Pastor	False	False	False	Barcelona	nhlamaquinista@nh-hotels.com	+34(93)2745370	08030	3	Sao Paulo 33-37	[u'Hotel']	http://www.nh-hotels.com/hotel/nh-barcelona-la-maquinista
430	HCristina	2	75.0	0	0	0	41.398323	2.157408	98	68	76	71	72	77	75	86	73	80	73	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	54.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5	la Vila de Gracia	False	True	False	Barcelona	info@hcristina.es	+34(93)2186043	08012	2	Gran de Gracia, 14	[u'Hotel']	http://www.hcristina.es
431	Ronda House	2	100.0	0	0	0	41.381199	2.164	2939	71	72	62	69	66	67	75	63	74	69	0	0	0	1	0	1	0	0	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	434.0	0.0	0.0	66.0	75.0	66.0	0.0	0.0	0.0	0.0	65.0	75.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	el Raval	False	True	True	Barcelona	rondas@rondas.com	+34(93)3290004	08001	3	Carrer Sant Erasmo 19	[u'Hotel']	http://www.rondas.com
432	Mar Bella	2	330.0	0	0	0	41.400928	2.209958	279	0	87	82	80	0	84	84	82	87	81	0	0	0	0	0	0	0	1	0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	Diagonal Mar i el Front Maritim del Poblenou	False	False	False	Barcelona			08005	0	Passeig Garcia Faria, 21-23	[u'Casa / Apartamento']	
433	Arenas	2	208.0	0	0	0	41.379204	2.150885	54	0	81	78	77	0	0	84	0	82	78	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1	la Nova Esquerra de l'Eixample	False	True	True	Barcelona			8025	0	Entenza, 79	[u'Apartotel']	
434	Homearound Rambla Suites & Pool	2	164.0	0	0	1	41.398811	2.207057	123	0	83	85	80	0	82	85	81	82	80	1	0	0	0	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	0.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3	el Poblenou	False	False	False	Barcelona	reservation@homearound.com	+34(93)5306019	08005	3	Paseo Calvell 45	[u'Casa / Apartamento']	http://www.homearoundramblasuites.com/
435	54 Barceloneta	2	137.0	0	0	0	41.377102	2.188765	1034	77	82	75	77	75	78	90	74	81	76	1	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	70.0	0.0	74.0	87.0	74.0	0.0	0.0	0.0	0.0	86.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Barceloneta	False	True	False	Barcelona	recepcion@hotel54barceloneta.es	+34(93)2250054	08003	3	Passeig Joan de Borbo, 54	[u'Hotel']	http://www.hotel54barceloneta.com
436	Gran Hotel La Florida	2	200.0	1	0	0	41.42519	2.120594	1724	80	88	89	84	77	87	83	85	87	79	0	0	0	0	0	0	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	317.0	0.0	0.0	0.0	90.0	63.0	88.0	0.0	87.0	0.0	0.0	88.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Vallvidrera, el Tibidabo i les Planes	False	False	False	Barcelona	reservations@hotellaflorida.com	+34(93)2593000	08035	5	Carretera Vallvidrera al Tibidabo 83-93	[u'Hotel']	http://www.hotellaflorida.com
437	Ciudad Condal	2	89.0	0	0	0	41.393398	2.1617	679	0	80	69	71	0	72	91	66	71	71	1	0	0	0	1	0	0	0	1	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	70.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4	la Dreta de l'Eixample	True	False	True	Barcelona	info@hostalciudadcondal.com	+34(93)2151040	08008	2	Mallorca, 255	[u'Hostal']	http://www.hostalciudadcondal.com
438	Alimara Barcelona	2	96.0	1	0	0	41.433758	2.147327	1144	77	86	82	80	76	83	76	82	83	81	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	77.0	0.0	82.0	80.0	84.0	0.0	0.0	0.0	0.0	79.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Vall d'Hebron	False	False	False	Barcelona	reserves.alimara@cett.cat	+34(93)4270000	08035	4	Carrer de Berruguete, 126	[u'Hotel']	http://www.alimarahotel.com/en/home
439	NH Barcelona Entenza	2	95.0	0	0	0	41.3857	2.1406	761	78	85	79	79	76	80	77	80	86	77	0	0	1	0	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	72.0	0.0	82.0	75.0	80.0	0.0	0.0	0.0	0.0	80.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	les Corts	False	False	False	Barcelona	nhforum@nh-hotels.com	+34(93)4193636	08029	3	Ecuador, 20	[u'Hotel']	http://www.nh-hotels.com/hotel/nh-barcelona-entenza
440	Sagrada Familia Silence	2	490.0	0	0	0	41.402103	2.170341	184	0	86	84	84	0	0	89	0	89	85	0	0	0	0	0	0	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3	la Dreta de l'Eixample	False	True	True	Barcelona			08006	0	Napols, 258	[u'Casa / Apartamento']	
441	Del Mar	2	126.0	0	0	0	41.382	2.184	1795	75	85	78	75	72	79	90	77	76	79	1	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	82.0	0.0	80.0	80.0	80.0	0.0	0.0	0.0	0.0	77.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Sant Pere, Santa Caterina i la Ribera	False	True	True	Barcelona	delmar@gargallohotels.es	+34(93)3193047	08002	3	Plaza Palacio 19	[u'Hotel']	http://www.gargallohotels.es
442	The Serras Hotel Barcelona	2	335.0	0	0	0	41.38018	2.180688	653	0	94	91	90	79	87	92	81	93	86	0	1	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0	92.0	98.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	el Barri Gotic	False	True	True	Barcelona	reservations@hoteltheserras.com	+34(93)3151528	08002	5	Passeig de Colom, 9	[u'Hotel']	http://www.hoteltheserrasbarcelona.com/?utm_source=Trivago&utm_medium=BusinessListing&utm_content=TrivagoBusinessListing&utm_campaign=HotelDirectories
443	Goya	2	122.0	0	0	0	41.389191	2.171924	820	0	86	79	77	72	0	92	79	91	78	1	0	0	1	0	0	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	0.0	93.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	la Dreta de l'Eixample	True	False	True	Barcelona	info@hostalgoya.com	+34(93)3022565	08010	2	Pau Claris 74	[u'Hostal']	http://www.hostalgoya.com
444	Apartamentos Navas	2	148.0	0	0	0	41.415337	2.187762	280	0	86	84	86	0	0	85	0	86	82	0	0	0	0	0	0	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3	Navas	False	False	False	Barcelona	miguel@apartamentosnavas.com	+34(675)095700	08027	0	Bofarull, 7	[u'Casa / Apartamento']	http://www.apartamentosnavas.com/en-us/inicio.aspx
445	chic&basic Tallers	2	71.0	0	0	0	41.3853	2.164627	935	76	78	71	73	77	74	90	73	84	76	1	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	74.0	78.0	74.0	0.0	0.0	0.0	0.0	90.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0	el Raval	True	False	True	Barcelona	tallers@chicandbasic.com	+34(93)3025183	08001	0	Tallers, 82  	[u'Albergue']	http://www.chicandbasic.com/hostal-barcelona-tallers/
446	Boutique Hostemplo	2	122.0	0	0	1	41.401218	2.173377	265	0	87	85	82	0	81	88	0	83	82	1	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Sagrada Familia	False	True	True	Barcelona	info@hostemplo.com	+34(93)4765575	08013	3	Pasaje Gaiola 19	[u'Hotel']	http://www.hotelboutiquehostemplo.com
447	Suites Avenue	2	203.0	0	0	0	41.394291	2.16177	1367	0	92	91	87	0	88	97	90	91	86	1	0	0	0	0	1	0	0	0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	317.0	0.0	0.0	0.0	94.0	97.0	94.0	0.0	93.0	0.0	0.0	90.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1	la Dreta de l'Eixample	True	False	True	Barcelona	info@derbyhotels.com	+34(93)4874159	08008	3	Passeig de Gracia 83	[u'Apartotel']	http://www.suitesavenue.com
448	Fewdays Barcelona  	2	238.0	0	0	0	41.388351	2.170732	312	0	83	83	82	0	0	89	80	84	80	0	0	0	0	1	0	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3	la Dreta de l'Eixample	True	False	True	Barcelona	info@fewdaysbarcelona.com	+34(93)3429731	08010	0	Ronda Sant Pere, 3  	[u'Casa / Apartamento']	http://www.fewdaysbarcelona.com/#
449	Casa Camper	2	308.0	0	0	0	41.383221	2.168574	855	0	96	93	92	82	89	95	91	95	87	0	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	96.0	90.0	96.0	0.0	0.0	0.0	0.0	53.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Raval	False	True	True	Barcelona	barcelona@casacamper.com	+34(93)3426280	08001	4	Carrer Elisabets 11 	[u'Hotel']	http://www.casacamper.com/barcelona/default-en.html
450	Ramblas Studios	2	119.0	0	0	0	41.384785	2.171246	347	0	80	76	77	74	77	88	77	72	78	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	74.0	0.0	76.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1	el Barri Gotic	True	False	True	Barcelona	info@shortstaybcn.com	+34(93)3102000	08002	0	Carrer De La Canuda, 9	[u'Apartotel']	http://www.shortstayreservations.com
451	Levante	2	55.0	0	0	0	41.381271	2.176532	59	0	77	68	68	76	0	90	70	78	75	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4	el Barri Gotic	False	True	True	Barcelona	info@hostallevante.com	+34(93)3179565	08002	2	Baixada de Sant Miquel 2	[u'Hostal']	http://www.hostallevante.com/
452	Mellow	2	143.0	0	0	0	41.411194	2.1859	357	0	67	70	71	0	74	78	71	67	68	1	0	0	1	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3	el Camp de l'Arpa del Clot	False	True	False	Barcelona	admin@mellowbarcelona.com	+34(93)4294533	08026	0	Mallorca, 616	[u'Casa / Apartamento']	http://www.mellowbarcelona.com/apartments/
453	Hotel Santa Marta Barcelona	2	221.0	0	0	0	41.383701	2.1852	665	65	81	77	73	80	80	89	69	78	78	1	0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	654.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	76.0	85.0	80.0	74.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	Sant Pere, Santa Caterina i la Ribera	False	True	True	Barcelona	stamarta@gargallohotels.es	+34(93)3194427	08003	2	General Castanos, 14	[u'Hotel']	http://www.gargallohotels.es
454	Balkonis	2	92.0	0	0	1	41.379875	2.161837	33	0	89	81	81	69	0	87	80	92	84	1	0	0	1	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4	Sant Antoni	False	True	True	Barcelona	info@balkonis.com	+34(627)717416	08011	0	Carrer del Comte d'Urgell,18	[u'Hostal']	http://balkonis.com
455	Mayerling Abamita	2	116.0	0	0	1	41.391178	2.174949	26	0	92	88	85	0	83	90	79	91	84	1	0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1	la Dreta de l'Eixample	True	False	True	Barcelona	info@mayerlingabamita.com	+34(637)834836 	08010	2	Calle Ausias March, 25	[u'Apartotel']	http://mayerlingabamita.com/?lang=en
